Cell.01	Cell.02	Cell.03	Cell.04	Cell.05	Cell.06	Cell.07	Cell.08	Cell.09	Cell.10	Cell.11	Cell.12	Cell.13	Cell.14	Cell.15	Cell.16	Cell.17	Cell.18	Cell.19	Cell.20
GeneID300	49	43	61	55	64	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0
GeneID301	50	49	61	44	50	0	0	0	0	0	2	4	1	2	2	0	0	0	0	0
GeneID302	53	54	43	45	68	0	0	0	0	0	2	1	1	1	2	0	0	0	0	0
GeneID303	54	46	64	51	48	0	0	0	0	0	1	1	5	1	2	0	0	0	0	0
GeneID304	52	64	51	54	50	0	0	0	0	0	1	2	0	2	1	0	0	0	0	0
GeneID305	58	55	39	50	49	0	0	0	0	0	5	4	1	1	2	0	0	0	0	0
GeneID306	45	51	48	50	61	0	0	0	0	0	2	4	0	0	2	0	0	0	0	0
GeneID307	55	49	49	64	59	0	0	0	0	0	3	1	3	3	1	0	0	0	0	0
GeneID308	67	60	50	34	53	0	0	0	0	0	3	0	3	1	3	0	0	0	0	0
GeneID309	42	44	47	43	47	0	0	0	0	0	1	3	5	4	2	0	0	0	0	0
GeneID310	49	50	68	65	48	0	0	0	0	0	2	1	2	0	1	0	0	0	0	0
GeneID311	46	54	41	42	43	0	0	0	0	0	2	2	4	2	3	0	0	0	0	0
GeneID312	62	58	48	49	46	0	0	0	0	0	0	5	1	2	1	0	0	0	0	0
GeneID313	40	57	48	45	51	0	0	0	0	0	3	2	2	1	4	0	0	0	0	0
GeneID314	44	64	41	54	52	0	0	0	0	0	2	2	1	0	6	0	0	0	0	0
GeneID315	53	59	49	46	39	0	0	0	0	0	4	1	4	1	1	0	0	0	0	0
GeneID316	60	48	55	49	59	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0
GeneID317	50	49	61	50	48	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0
GeneID318	49	52	47	46	45	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0
GeneID319	58	57	44	57	54	0	0	0	0	0	2	3	2	4	0	0	0	0	0	0
GeneID320	48	49	46	47	47	0	0	0	0	0	1	5	1	1	0	0	0	0	0	0
GeneID321	47	50	46	45	62	0	0	0	0	0	2	3	2	0	4	0	0	0	0	0
GeneID322	57	54	36	53	49	0	0	0	0	0	2	2	3	3	1	0	0	0	0	0
GeneID323	50	30	38	50	53	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0
GeneID324	46	36	34	61	45	0	0	0	0	0	0	1	2	3	3	0	0	0	0	0
GeneID325	38	58	39	52	50	0	0	0	0	0	1	1	0	3	4	0	0	0	0	0
GeneID326	48	62	46	54	47	0	0	0	0	0	4	3	4	1	0	0	0	0	0	0
GeneID327	47	46	48	50	47	0	0	0	0	0	3	2	1	0	1	0	0	0	0	0
GeneID328	41	47	44	54	59	0	0	0	0	0	2	2	0	1	2	0	0	0	0	0
GeneID329	49	56	44	40	69	0	0	0	0	0	2	1	2	3	3	0	0	0	0	0
GeneID330	46	37	52	54	58	0	0	0	0	0	5	1	1	2	1	0	0	0	0	0
GeneID331	41	40	54	54	49	0	0	0	0	0	1	2	1	3	2	0	0	0	0	0
GeneID332	57	42	44	47	45	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0
GeneID333	47	38	54	48	40	0	0	0	0	0	0	2	1	1	2	0	0	0	0	0
GeneID334	47	52	49	48	55	0	0	0	0	0	4	3	4	4	4	0	0	0	0	0
GeneID335	37	57	52	47	46	0	0	0	0	0	1	2	3	4	2	0	0	0	0	0
GeneID336	50	39	40	53	50	0	0	0	0	0	1	1	2	3	0	0	0	0	0	0
GeneID337	43	42	48	61	42	0	0	0	0	0	0	2	3	3	1	0	0	0	0	0
GeneID338	60	47	52	52	37	0	0	0	0	0	1	1	1	2	4	0	0	0	0	0
GeneID339	42	56	38	51	53	0	0	0	0	0	1	1	1	0	3	0	0	0	0	0
GeneID340	49	41	43	56	55	0	0	0	0	0	0	2	2	3	3	0	0	0	0	0
GeneID341	43	48	74	53	46	0	0	0	0	0	3	1	3	0	2	0	0	0	0	0
GeneID342	52	52	52	49	56	0	0	0	0	0	1	6	1	3	2	0	0	0	0	0
GeneID343	56	44	61	58	52	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0
GeneID344	46	48	48	49	62	0	0	0	0	0	3	1	3	1	1	0	0	0	0	0
GeneID345	49	46	48	51	37	0	0	0	0	0	4	4	4	1	3	0	0	0	0	0
GeneID346	58	61	51	43	44	0	0	0	0	0	1	1	3	3	2	0	0	0	0	0
GeneID347	57	54	65	46	45	0	0	0	0	0	2	3	4	0	0	0	0	0	0	0
GeneID348	52	58	44	50	51	0	0	0	0	0	2	0	2	0	3	0	0	0	0	0
GeneID349	51	44	39	60	46	0	0	0	0	0	2	1	5	1	1	0	0	0	0	0
GeneID350	62	47	48	42	48	0	0	0	0	0	2	0	1	3	1	0	0	0	0	0
GeneID351	52	58	55	53	37	0	0	0	0	0	1	2	2	3	3	0	0	0	0	0
GeneID352	40	53	53	48	44	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0
GeneID353	45	57	35	46	47	0	0	0	0	0	2	4	2	4	6	0	0	0	0	0
GeneID354	57	58	45	46	51	0	0	0	0	0	2	1	1	2	3	0	0	0	0	0
GeneID355	54	42	52	65	51	0	0	0	0	0	1	1	0	4	4	0	0	0	0	0
GeneID356	48	59	48	52	41	0	0	0	0	0	0	2	4	1	1	0	0	0	0	0
GeneID357	52	50	54	43	40	0	0	0	0	0	5	0	2	7	4	0	0	0	0	0
GeneID358	38	50	43	56	53	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0
GeneID359	50	42	56	49	48	0	0	0	0	0	6	1	2	2	2	0	0	0	0	0
GeneID360	44	48	50	48	54	0	0	0	0	0	1	5	3	1	3	0	0	0	0	0
GeneID361	51	32	55	44	43	0	0	0	0	0	1	2	3	2	1	0	0	0	0	0
GeneID362	51	39	51	56	39	0	0	0	0	0	0	1	3	2	3	0	0	0	0	0
GeneID363	44	63	48	49	50	0	0	0	0	0	3	3	2	2	2	0	0	0	0	0
GeneID364	36	51	52	52	44	0	0	0	0	0	3	2	3	0	3	0	0	0	0	0
GeneID365	31	52	48	52	51	0	0	0	0	0	2	1	3	2	2	0	0	0	0	0
GeneID366	37	61	42	55	44	0	0	0	0	0	3	0	1	3	0	0	0	0	0	0
GeneID367	41	50	44	56	45	0	0	0	0	0	4	2	4	2	4	0	0	0	0	0
GeneID368	58	59	50	59	47	0	0	0	0	0	3	3	1	1	5	0	0	0	0	0
GeneID369	34	56	54	38	72	0	0	0	0	0	3	2	2	2	4	0	0	0	0	0
GeneID370	38	43	43	49	47	0	0	0	0	0	3	1	1	0	6	0	0	0	0	0
GeneID371	53	53	43	56	44	0	0	0	0	0	2	3	1	1	4	0	0	0	0	0
GeneID372	55	49	53	43	46	0	0	0	0	0	3	2	2	2	3	0	0	0	0	0
GeneID373	44	43	51	46	52	0	0	0	0	0	1	2	1	3	2	0	0	0	0	0
GeneID374	57	62	57	48	44	0	0	0	0	0	4	1	1	2	2	0	0	0	0	0
GeneID375	45	49	46	51	55	0	0	0	0	0	1	1	1	2	1	0	0	0	0	0
GeneID376	63	40	60	53	55	0	0	0	0	0	5	4	4	5	3	0	0	0	0	0
GeneID377	56	42	40	48	58	0	0	0	0	0	2	2	3	2	1	0	0	0	0	0
GeneID378	45	53	54	54	48	0	0	0	0	0	2	3	2	2	1	0	0	0	0	0
GeneID379	51	51	58	55	44	0	0	0	0	0	4	2	1	1	2	0	0	0	0	0
GeneID380	47	47	57	50	62	0	0	0	0	0	1	2	2	0	2	0	0	0	0	0
GeneID381	49	50	35	46	55	0	0	0	0	0	3	1	4	2	1	0	0	0	0	0
GeneID382	50	36	46	43	56	0	0	0	0	0	2	0	4	2	5	0	0	0	0	0
GeneID383	54	50	41	60	60	0	0	0	0	0	4	1	3	3	3	0	0	0	0	0
GeneID384	52	43	41	44	44	0	0	0	0	0	1	5	1	0	2	0	0	0	0	0
GeneID385	51	38	64	47	49	0	0	0	0	0	2	1	4	1	0	0	0	0	0	0
GeneID386	54	63	52	48	54	0	0	0	0	0	3	1	1	1	1	0	0	0	0	0
GeneID387	39	46	45	63	47	0	0	0	0	0	1	1	5	1	3	0	0	0	0	0
GeneID388	47	55	53	42	52	0	0	0	0	0	2	1	5	2	1	0	0	0	0	0
GeneID389	41	53	52	43	60	0	0	0	0	0	3	3	3	1	4	0	0	0	0	0
GeneID390	47	53	46	43	52	0	0	0	0	0	2	3	1	2	2	0	0	0	0	0
GeneID391	49	36	59	43	57	0	0	0	0	0	0	3	2	5	2	0	0	0	0	0
GeneID392	49	60	51	54	36	0	0	0	0	0	1	6	0	4	3	0	0	0	0	0
GeneID393	55	56	57	43	57	0	0	0	0	0	2	2	1	1	2	0	0	0	0	0
GeneID394	47	47	49	39	30	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0
GeneID395	64	44	55	47	52	0	0	0	0	0	2	3	2	3	1	0	0	0	0	0
GeneID396	42	40	50	57	51	0	0	0	0	0	1	3	2	2	3	0	0	0	0	0
GeneID397	55	45	51	59	63	0	0	0	0	0	1	3	3	0	1	0	0	0	0	0
GeneID398	54	59	57	40	45	0	0	0	0	0	3	1	1	3	1	0	0	0	0	0
GeneID399	44	42	47	49	47	0	0	0	0	0	1	2	2	3	3	0	0	0	0	0
GeneID400	60	58	41	47	41	0	0	0	0	0	2	2	3	1	2	0	0	0	0	0
GeneID401	47	43	45	49	52	0	0	0	0	0	3	1	2	3	3	0	0	0	0	0
GeneID402	49	53	49	52	49	0	0	0	0	0	1	2	3	1	2	0	0	0	0	0
GeneID403	58	48	44	50	44	0	0	0	0	0	1	2	2	2	3	0	0	0	0	0
GeneID404	48	38	52	59	43	0	0	0	0	0	1	0	1	5	2	0	0	0	0	0
GeneID405	50	48	48	66	59	0	0	0	0	0	2	1	1	2	3	0	0	0	0	0
GeneID406	53	53	53	51	47	0	0	0	0	0	0	3	2	1	2	0	0	0	0	0
GeneID407	61	53	54	51	31	0	0	0	0	0	1	4	6	1	1	0	0	0	0	0
GeneID408	60	60	46	62	39	0	0	0	0	0	4	3	1	3	2	0	0	0	0	0
GeneID409	46	57	62	44	59	0	0	0	0	0	1	4	0	0	3	0	0	0	0	0
GeneID410	38	44	50	37	55	0	0	0	0	0	1	2	2	0	2	0	0	0	0	0
GeneID411	45	55	36	56	60	0	0	0	0	0	2	2	2	1	0	0	0	0	0	0
GeneID412	43	48	53	49	37	0	0	0	0	0	2	1	2	5	2	0	0	0	0	0
GeneID413	44	43	53	49	53	0	0	0	0	0	1	1	4	5	0	0	0	0	0	0
GeneID414	47	44	54	38	49	0	0	0	0	0	2	4	2	2	4	0	0	0	0	0
GeneID415	59	39	43	52	55	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0
GeneID416	60	55	45	49	41	0	0	0	0	0	3	2	3	5	4	0	0	0	0	0
GeneID417	51	42	55	35	52	0	0	0	0	0	1	2	3	1	4	0	0	0	0	0
GeneID418	56	64	48	50	52	0	0	0	0	0	0	3	3	2	1	0	0	0	0	0
GeneID419	55	65	65	49	53	0	0	0	0	0	1	3	5	4	5	0	0	0	0	0
GeneID420	65	49	48	50	52	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0
GeneID421	54	54	57	53	49	0	0	0	0	0	3	1	3	2	1	0	0	0	0	0
GeneID422	52	50	47	45	42	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0
GeneID423	64	64	47	54	34	0	0	0	0	0	0	1	1	3	3	0	0	0	0	0
GeneID424	46	61	47	56	56	0	0	0	0	0	1	3	3	1	2	0	0	0	0	0
GeneID425	53	54	42	53	49	0	0	0	0	0	1	1	2	3	2	0	0	0	0	0
GeneID426	63	47	47	49	48	0	0	0	0	0	2	5	2	3	4	0	0	0	0	0
GeneID427	47	51	43	37	55	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GeneID428	48	43	53	59	36	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0
GeneID429	41	57	53	59	57	0	0	0	0	0	2	1	3	3	2	0	0	0	0	0
GeneID430	52	52	57	55	40	0	0	0	0	0	1	1	5	5	1	0	0	0	0	0
GeneID431	49	56	51	39	56	0	0	0	0	0	3	1	1	2	0	0	0	0	0	0
GeneID432	52	40	52	59	63	0	0	0	0	0	4	1	2	2	2	0	0	0	0	0
GeneID433	50	41	68	53	54	0	0	0	0	0	2	1	1	2	0	0	0	0	0	0
GeneID434	52	52	47	63	45	0	0	0	0	0	3	3	3	2	1	0	0	0	0	0
GeneID435	35	51	53	53	43	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
GeneID436	44	56	44	53	56	0	0	0	0	0	2	2	0	0	4	0	0	0	0	0
GeneID437	53	51	52	76	37	0	0	0	0	0	0	1	3	1	3	0	0	0	0	0
GeneID438	36	51	46	42	51	0	0	0	0	0	3	5	4	0	1	0	0	0	0	0
GeneID439	54	56	54	56	43	0	0	0	0	0	2	1	1	2	3	0	0	0	0	0
GeneID440	55	37	41	52	54	0	0	0	0	0	2	2	3	2	2	0	0	0	0	0
GeneID441	57	55	54	50	58	0	0	0	0	0	5	3	2	6	3	0	0	0	0	0
GeneID442	49	42	55	56	47	0	0	0	0	0	2	3	3	2	2	0	0	0	0	0
GeneID443	49	36	58	39	40	0	0	0	0	0	1	1	2	4	2	0	0	0	0	0
GeneID444	58	46	54	47	47	0	0	0	0	0	2	3	1	4	1	0	0	0	0	0
GeneID445	53	46	44	52	40	0	0	0	0	0	3	5	3	3	1	0	0	0	0	0
GeneID446	51	48	59	49	64	0	0	0	0	0	2	4	3	1	2	0	0	0	0	0
GeneID447	41	42	27	49	52	0	0	0	0	0	4	3	2	1	2	0	0	0	0	0
GeneID448	41	49	37	53	42	0	0	0	0	0	3	1	5	2	3	0	0	0	0	0
GeneID449	54	48	33	46	42	0	0	0	0	0	4	2	0	1	5	0	0	0	0	0
GeneID450	58	66	59	53	56	0	0	0	0	0	3	4	2	0	2	0	0	0	0	0
GeneID451	49	50	48	50	58	0	0	0	0	0	2	3	0	1	1	0	0	0	0	0
GeneID452	47	50	53	47	43	0	0	0	0	0	2	1	2	1	1	0	0	0	0	0
GeneID453	51	55	59	43	54	0	0	0	0	0	2	1	3	6	2	0	0	0	0	0
GeneID454	53	37	39	50	53	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0
GeneID455	59	48	32	48	50	0	0	0	0	0	3	4	1	3	2	0	0	0	0	0
GeneID456	54	44	52	47	48	0	0	0	0	0	2	4	4	2	2	0	0	0	0	0
GeneID457	50	54	43	48	49	0	0	0	0	0	3	4	0	3	4	0	0	0	0	0
GeneID458	47	44	38	54	47	0	0	0	0	0	3	4	2	1	4	0	0	0	0	0
GeneID459	50	56	51	56	59	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0
GeneID460	57	41	54	46	53	0	0	0	0	0	2	3	0	0	3	0	0	0	0	0
GeneID461	55	54	40	49	45	0	0	0	0	0	2	2	2	1	4	0	0	0	0	0
GeneID462	66	38	54	51	52	0	0	0	0	0	3	5	3	4	1	0	0	0	0	0
GeneID463	50	51	52	52	37	0	0	0	0	0	0	4	3	2	2	0	0	0	0	0
GeneID464	47	50	63	46	40	0	0	0	0	0	1	3	2	4	2	0	0	0	0	0
GeneID465	48	52	49	55	50	0	0	0	0	0	4	0	4	1	1	0	0	0	0	0
GeneID466	50	52	46	52	44	0	0	0	0	0	0	1	3	1	3	0	0	0	0	0
GeneID467	53	45	53	55	43	0	0	0	0	0	4	1	1	3	3	0	0	0	0	0
GeneID468	39	46	32	51	52	0	0	0	0	0	4	2	2	0	2	0	0	0	0	0
GeneID469	47	38	58	44	52	0	0	0	0	0	1	2	3	1	1	0	0	0	0	0
GeneID470	58	45	42	53	51	0	0	0	0	0	1	0	4	2	3	0	0	0	0	0
GeneID471	49	54	53	49	60	0	0	0	0	0	2	6	1	3	3	0	0	0	0	0
GeneID472	49	52	64	56	56	0	0	0	0	0	4	1	2	2	1	0	0	0	0	0
GeneID473	47	52	53	49	51	0	0	0	0	0	4	1	1	5	1	0	0	0	0	0
GeneID474	52	49	60	45	41	0	0	0	0	0	3	2	2	2	2	0	0	0	0	0
GeneID475	44	50	60	46	49	0	0	0	0	0	1	0	5	2	1	0	0	0	0	0
GeneID476	43	46	52	57	44	0	0	0	0	0	0	2	3	3	1	0	0	0	0	0
GeneID477	58	52	57	56	57	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0
GeneID478	40	48	64	41	44	0	0	0	0	0	2	5	4	2	1	0	0	0	0	0
GeneID479	39	44	48	56	48	0	0	0	0	0	1	1	4	4	0	0	0	0	0	0
GeneID480	47	43	46	51	47	0	0	0	0	0	2	0	2	2	1	0	0	0	0	0
GeneID481	60	51	43	52	46	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0
GeneID482	45	39	55	41	55	0	0	0	0	0	5	6	1	2	5	0	0	0	0	0
GeneID483	55	54	64	52	42	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
GeneID484	47	57	42	40	56	0	0	0	0	0	2	0	2	2	1	0	0	0	0	0
GeneID485	53	38	47	47	48	0	0	0	0	0	2	3	4	1	4	0	0	0	0	0
GeneID486	39	45	44	45	56	0	0	0	0	0	3	1	3	1	3	0	0	0	0	0
GeneID487	56	48	57	47	43	0	0	0	0	0	3	2	1	2	4	0	0	0	0	0
GeneID488	48	51	57	54	50	0	0	0	0	0	2	0	3	2	2	0	0	0	0	0
GeneID489	49	64	52	52	52	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0
GeneID490	42	50	48	38	53	0	0	0	0	0	7	3	4	0	2	0	0	0	0	0
GeneID491	68	50	44	52	48	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0
GeneID492	40	39	53	43	63	0	0	0	0	0	3	2	3	2	3	0	0	0	0	0
GeneID493	52	47	60	40	51	0	0	0	0	0	1	1	1	2	2	0	0	0	0	0
GeneID494	54	44	59	42	49	0	0	0	0	0	0	7	4	1	2	0	0	0	0	0
GeneID495	53	46	58	47	51	0	0	0	0	0	3	2	3	2	3	0	0	0	0	0
GeneID496	47	50	50	52	48	0	0	0	0	0	3	2	3	3	0	0	0	0	0	0
GeneID497	43	41	42	44	51	0	0	0	0	0	3	3	2	2	1	0	0	0	0	0
GeneID498	39	40	40	42	65	0	0	0	0	0	2	1	2	3	5	0	0	0	0	0
GeneID499	61	59	46	53	54	0	0	0	0	0	4	2	3	4	0	0	0	0	0	0
GeneID500	60	49	59	44	55	0	0	0	0	0	2	2	3	0	2	0	0	0	0	0
GeneID501	49	46	44	67	42	0	0	0	0	0	3	0	1	2	4	0	0	0	0	0
GeneID502	53	53	53	56	45	0	0	0	0	0	2	3	0	4	1	0	0	0	0	0
GeneID503	56	55	51	53	46	0	0	0	0	0	1	3	1	2	3	0	0	0	0	0
GeneID504	52	51	55	58	48	0	0	0	0	0	4	2	1	3	1	0	0	0	0	0
GeneID505	55	49	53	45	46	0	0	0	0	0	3	2	2	1	0	0	0	0	0	0
GeneID506	62	41	39	57	54	0	0	0	0	0	1	5	2	2	4	0	0	0	0	0
GeneID507	53	50	51	63	56	0	0	0	0	0	1	3	1	4	6	0	0	0	0	0
GeneID508	47	41	54	58	44	0	0	0	0	0	3	0	2	3	1	0	0	0	0	0
GeneID509	41	44	60	41	53	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0
GeneID510	43	51	42	45	58	0	0	0	0	0	2	2	2	3	4	0	0	0	0	0
GeneID511	37	48	49	42	73	0	0	0	0	0	1	2	1	0	3	0	0	0	0	0
GeneID512	48	37	53	60	34	0	0	0	0	0	0	4	1	7	0	0	0	0	0	0
GeneID513	43	53	58	51	44	0	0	0	0	0	3	1	2	1	1	0	0	0	0	0
GeneID514	45	55	55	49	41	0	0	0	0	0	1	3	1	3	1	0	0	0	0	0
GeneID515	40	53	44	51	56	0	0	0	0	0	2	1	2	1	4	0	0	0	0	0
GeneID516	48	49	39	38	59	0	0	0	0	0	3	4	2	2	2	0	0	0	0	0
GeneID517	54	38	46	57	51	0	0	0	0	0	2	3	2	1	1	0	0	0	0	0
GeneID518	52	43	53	39	55	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
GeneID519	39	51	48	45	48	0	0	0	0	0	3	0	2	0	2	0	0	0	0	0
GeneID520	52	48	54	48	48	0	0	0	0	0	0	4	3	2	3	0	0	0	0	0
GeneID521	64	51	52	37	39	0	0	0	0	0	1	3	2	4	3	0	0	0	0	0
GeneID522	54	57	43	45	49	0	0	0	0	0	4	4	2	1	0	0	0	0	0	0
GeneID523	36	42	54	47	48	0	0	0	0	0	2	0	2	3	2	0	0	0	0	0
GeneID524	43	53	56	40	53	0	0	0	0	0	5	2	3	4	1	0	0	0	0	0
GeneID525	49	64	36	46	47	0	0	0	0	0	0	2	1	2	4	0	0	0	0	0
GeneID526	43	45	56	37	69	0	0	0	0	0	1	5	2	6	0	0	0	0	0	0
GeneID527	61	59	60	55	50	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0
GeneID528	54	48	55	50	49	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0
GeneID529	40	53	46	42	50	0	0	0	0	0	2	4	2	1	2	0	0	0	0	0
GeneID530	38	47	48	49	62	0	0	0	0	0	6	0	2	2	3	0	0	0	0	0
GeneID531	46	43	57	47	47	0	0	0	0	0	4	0	1	3	2	0	0	0	0	0
GeneID532	37	55	43	40	48	0	0	0	0	0	1	1	2	0	2	0	0	0	0	0
GeneID533	52	55	60	62	38	0	0	0	0	0	5	1	2	4	1	0	0	0	0	0
GeneID534	55	50	57	55	51	0	0	0	0	0	1	1	2	0	2	0	0	0	0	0
GeneID535	43	48	46	44	52	0	0	0	0	0	3	5	2	2	4	0	0	0	0	0
GeneID536	47	42	53	55	47	0	0	0	0	0	1	3	5	1	3	0	0	0	0	0
GeneID537	39	47	38	51	55	0	0	0	0	0	3	3	0	3	2	0	0	0	0	0
GeneID538	58	44	45	50	64	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0
GeneID539	44	42	49	50	38	0	0	0	0	0	3	3	6	4	0	0	0	0	0	0
GeneID540	53	56	55	58	41	0	0	0	0	0	3	3	2	2	2	0	0	0	0	0
GeneID541	47	46	52	60	34	0	0	0	0	0	3	3	1	1	2	0	0	0	0	0
GeneID542	51	40	45	46	42	0	0	0	0	0	0	3	3	4	3	0	0	0	0	0
GeneID543	37	55	50	52	60	0	0	0	0	0	2	3	1	1	3	0	0	0	0	0
GeneID544	49	45	51	49	48	0	0	0	0	0	3	2	1	1	1	0	0	0	0	0
GeneID545	47	41	53	51	54	0	0	0	0	0	2	2	3	3	1	0	0	0	0	0
GeneID546	68	41	60	55	49	0	0	0	0	0	5	0	1	3	1	0	0	0	0	0
GeneID547	40	49	59	60	62	0	0	0	0	0	1	1	0	4	1	0	0	0	0	0
GeneID548	56	63	51	33	60	0	0	0	0	0	1	2	2	1	1	0	0	0	0	0
GeneID549	58	60	49	50	29	0	0	0	0	0	2	1	3	2	1	0	0	0	0	0
GeneID550	50	47	47	52	45	0	0	0	0	0	4	2	3	2	1	0	0	0	0	0
GeneID551	55	50	50	39	56	0	0	0	0	0	2	1	2	2	1	0	0	0	0	0
GeneID552	36	50	52	52	50	0	0	0	0	0	4	2	5	0	4	0	0	0	0	0
GeneID553	57	40	54	54	44	0	0	0	0	0	4	2	3	2	1	0	0	0	0	0
GeneID554	48	51	48	56	36	0	0	0	0	0	0	2	3	2	1	0	0	0	0	0
GeneID555	39	45	47	46	48	0	0	0	0	0	1	0	1	4	2	0	0	0	0	0
GeneID556	38	34	55	54	56	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
GeneID557	56	37	56	55	39	0	0	0	0	0	0	2	1	2	3	0	0	0	0	0
GeneID558	50	47	54	50	51	0	0	0	0	0	1	2	3	2	1	0	0	0	0	0
GeneID559	41	50	61	39	44	0	0	0	0	0	2	1	6	3	2	0	0	0	0	0
GeneID560	41	57	51	57	46	0	0	0	0	0	0	2	1	2	2	0	0	0	0	0
GeneID561	52	49	44	52	49	0	0	0	0	0	3	2	1	3	3	0	0	0	0	0
GeneID562	48	49	45	47	41	0	0	0	0	0	2	1	3	1	4	0	0	0	0	0
GeneID563	55	56	46	43	47	0	0	0	0	0	1	3	2	0	3	0	0	0	0	0
GeneID564	50	41	49	66	54	0	0	0	0	0	3	1	3	0	2	0	0	0	0	0
GeneID565	39	53	55	50	54	0	0	0	0	0	0	2	1	2	4	0	0	0	0	0
GeneID566	43	47	48	42	32	0	0	0	0	0	1	1	2	1	2	0	0	0	0	0
GeneID567	57	68	52	41	52	0	0	0	0	0	0	1	5	3	2	0	0	0	0	0
GeneID568	50	53	49	58	49	0	0	0	0	0	4	1	3	6	3	0	0	0	0	0
GeneID569	40	60	50	65	52	0	0	0	0	0	0	1	2	7	2	0	0	0	0	0
GeneID570	55	59	33	37	45	0	0	0	0	0	2	3	2	1	2	0	0	0	0	0
GeneID571	50	43	60	33	48	0	0	0	0	0	5	3	2	3	4	0	0	0	0	0
GeneID572	40	45	55	48	52	0	0	0	0	0	1	2	2	1	1	0	0	0	0	0
GeneID573	52	46	51	47	53	0	0	0	0	0	1	4	1	5	2	0	0	0	0	0
GeneID574	49	69	47	58	45	0	0	0	0	0	2	1	0	2	4	0	0	0	0	0
GeneID575	35	48	59	43	65	0	0	0	0	0	2	1	1	0	2	0	0	0	0	0
GeneID576	60	58	50	41	50	0	0	0	0	0	2	2	2	2	2	0	0	0	0	0
GeneID577	66	42	42	41	64	0	0	0	0	0	2	2	1	0	4	0	0	0	0	0
GeneID578	47	57	43	47	48	0	0	0	0	0	5	0	0	1	2	0	0	0	0	0
GeneID579	48	53	62	39	50	0	0	0	0	0	2	0	1	4	0	0	0	0	0	0
GeneID580	38	47	51	44	49	0	0	0	0	0	0	4	1	0	2	0	0	0	0	0
GeneID581	55	63	43	56	46	0	0	0	0	0	4	0	3	2	3	0	0	0	0	0
GeneID582	42	47	48	44	54	0	0	0	0	0	5	4	1	0	1	0	0	0	0	0
GeneID583	55	49	48	37	52	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0
GeneID584	55	50	47	47	46	0	0	0	0	0	1	2	1	0	2	0	0	0	0	0
GeneID585	54	40	37	46	57	0	0	0	0	0	6	3	4	3	0	0	0	0	0	0
GeneID586	48	47	79	53	65	0	0	0	0	0	4	2	5	3	3	0	0	0	0	0
GeneID587	41	40	58	64	49	0	0	0	0	0	3	4	1	3	1	0	0	0	0	0
GeneID588	49	45	41	52	67	0	0	0	0	0	3	2	2	0	5	0	0	0	0	0
GeneID589	58	43	56	47	46	0	0	0	0	0	0	1	4	3	1	0	0	0	0	0
GeneID590	42	47	42	38	55	0	0	0	0	0	2	2	1	3	1	0	0	0	0	0
GeneID591	62	56	41	72	47	0	0	0	0	0	1	1	0	2	2	0	0	0	0	0
GeneID592	51	52	56	55	59	0	0	0	0	0	1	0	2	1	6	0	0	0	0	0
GeneID593	51	62	47	53	50	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0
GeneID594	47	44	48	44	49	0	0	0	0	0	2	1	2	4	2	0	0	0	0	0
GeneID595	55	53	45	60	55	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0
GeneID596	59	49	55	42	40	0	0	0	0	0	8	1	0	3	2	0	0	0	0	0
GeneID597	56	54	46	46	46	0	0	0	0	0	1	0	2	2	2	0	0	0	0	0
GeneID598	48	49	51	46	53	0	0	0	0	0	1	5	2	2	2	0	0	0	0	0
GeneID599	54	50	49	60	50	0	0	0	0	0	5	2	3	2	0	0	0	0	0	0
GeneID600	47	49	47	58	60	0	0	0	0	0	2	1	5	2	0	0	0	0	0	0
